dataset,#TrainingRelease,%training,%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,27.0,4.0,504.0,25.0,0.9527410207939508,0.9921259842519685,0.7903732586311326,0.6245607545773995
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,48.0,486.0,22.0,4.0,0.8461538461538461,0.04330708661417323,0.48319200484554814,-0.00651446681143261
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,44.0,195.0,313.0,8.0,0.9750778816199377,0.6161417322834646,0.8486334039975773,0.17685222730695696
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,33.0,82.0,426.0,19.0,0.9573033707865168,0.8385826771653543,0.8028467595396729,0.30652280529671394
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.7743791641429437,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,40.0,112.0,396.0,12.0,0.9705882352941176,0.7795275590551181,0.8026764082374318,0.29453836150845253
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,32.0,31.0,477.0,20.0,0.959758551307847,0.9389763779527559,0.893303301029679,0.5062923523717329
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,51.0,393.0,115.0,1.0,0.9913793103448276,0.2263779527559055,0.6035735917625682,0.04725715075307444
ZOOKEEPER,8,27.6875,19.548532,9.285714,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,47.0,273.0,235.0,5.0,0.9791666666666666,0.4625984251968504,0.852570411871593,0.11060329067641676
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,27.0,6.0,508.0,27.0,0.9495327102803738,0.9883268482490273,0.8224167747514051,0.591206490447527
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,54.0,514.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,46.0,118.0,396.0,8.0,0.9801980198019802,0.7704280155642024,0.8441958495460441,0.32554282267792506
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,30.0,13.0,501.0,24.0,0.9542857142857143,0.9747081712062257,0.8002413892491713,0.5834456513121384
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,41.0,206.0,308.0,13.0,0.9595015576323987,0.5992217898832685,0.6792405245712638,0.13791478391040385
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,41.0,61.0,453.0,13.0,0.9721030042918455,0.8813229571984436,0.7996289090647067,0.4582946695535621
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,33.0,18.0,496.0,21.0,0.9593810444874274,0.9649805447470817,0.8252449920737859,0.5907780979827092
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,46.0,369.0,145.0,8.0,0.9477124183006536,0.2821011673151751,0.5669765095835134,0.03356019713682235
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,43.0,82.0,432.0,11.0,0.9751693002257337,0.8404669260700389,0.8158416198299466,0.40089824434060717
ZOOKEEPER,9,34.6875,17.477478,9.507042,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,27.0,6.0,508.0,27.0,0.9495327102803738,0.9883268482490273,0.8224167747514051,0.591206490447527
